iter	Passed	Remaining
768	1430	429
769	1431	427
770	1432	425
771	1434	423
772	1435	421
773	1436	419
774	1438	417
775	1440	415
776	1441	413
777	1443	411
778	1444	409
779	1445	407
780	1447	405
781	1448	403
782	1449	401
783	1450	399
784	1453	398
785	1454	396
786	1455	394
787	1457	392
788	1458	390
789	1459	388
790	1461	386
791	1462	384
792	1463	382
793	1465	380
794	1467	378
795	1468	376
796	1469	374
797	1471	372
798	1472	370
799	1473	368
800	1475	366
801	1476	364
802	1478	362
803	1480	360
804	1481	358
805	1483	356
806	1484	355
807	1485	353
808	1487	351
809	1488	349
810	1489	347
811	1492	345
812	1493	343
813	1494	341
814	1496	339
815	1497	337
816	1498	335
817	1499	333
818	1501	331
819	1502	329
820	1504	328
821	1506	326
822	1507	324
823	1508	322
824	1510	320
825	1511	318
826	1512	316
827	1514	314
828	1515	312
829	1517	310
830	1519	308
831	1520	307
832	1522	305
833	1523	303
834	1524	301
835	1526	299
836	1527	297
837	1528	295
838	1530	293
839	1532	291
840	1533	289
841	1534	288
842	1536	286
843	1537	284
844	1538	282
845	1540	280
846	1541	278
847	1543	276
848	1545	274
849	1546	272
850	1547	271
851	1549	269
852	1550	267
853	1551	265
854	1553	263
855	1554	261
856	1556	259
857	1558	257
858	1559	256
859	1560	254
860	1562	252
861	1563	250
862	1564	248
863	1565	246
864	1567	244
865	1569	242
866	1580	242
867	1586	241
868	1591	239
869	1593	238
870	1595	236
871	1597	234
872	1598	232
873	1600	230
874	1602	228
875	1605	227
876	1607	225
877	1610	223
878	1612	222
879	1614	220
880	1615	218
881	1617	216
882	1618	214
883	1619	212
884	1621	210
885	1623	208
886	1625	207
887	1626	205
888	1628	203
889	1629	201
890	1631	199
891	1632	197
892	1634	195
893	1636	194
894	1638	192
895	1640	190
896	1641	188
897	1642	186
898	1644	184
899	1645	182
900	1646	180
901	1647	179
902	1650	177
903	1651	175
904	1653	173
905	1654	171
906	1655	169
907	1656	167
908	1658	165
909	1659	164
910	1660	162
911	1662	160
912	1664	158
913	1665	156
914	1666	154
915	1668	152
916	1669	151
917	1670	149
918	1671	147
919	1675	145
920	1677	143
921	1678	142
922	1680	140
923	1681	138
924	1682	136
925	1684	134
926	1685	132
927	1686	130
928	1688	129
929	1690	127
930	1692	125
931	1693	123
932	1694	121
933	1696	119
934	1697	118
935	1698	116
936	1700	114
937	1702	112
938	1703	110
939	1705	108
940	1706	106
941	1707	105
942	1708	103
943	1710	101
944	1711	99
945	1712	97
946	1714	95
947	1716	94
948	1717	92
949	1718	90
950	1720	88
951	1721	86
952	1722	84
953	1723	83
954	1725	81
955	1727	79
956	1729	77
957	1730	75
958	1731	74
959	1733	72
960	1734	70
961	1735	68
962	1736	66
963	1738	64
964	1740	63
965	1742	61
966	1743	59
967	1744	57
968	1745	55
969	1747	54
970	1748	52
971	1749	50
972	1751	48
973	1753	46
974	1755	45
975	1756	43
976	1757	41
977	1759	39
978	1760	37
979	1761	35
980	1762	34
981	1764	32
982	1766	30
983	1767	28
984	1769	26
985	1770	25
986	1772	23
987	1773	21
988	1774	19
989	1776	17
990	1778	16
991	1780	14
992	1781	12
993	1782	10
994	1784	8
995	1785	7
996	1787	5
997	1788	3
998	1790	1
999	1792	0
